Province,City,Year,Month,Day,Weather,Max Temperature (℃),Min Temperature (℃),Rainfall (mm),Snowfall (cm)
Gangwon-do,Cheolwon,2019,5,4,Partly Cloudy,27.3,7.4,0,0
Gangwon-do,Cheolwon,2019,5,5,Partly Cloudy,26.8,9.5,0,0
Gangwon-do,Cheolwon,2019,5,6,Sunny,18.6,6.8,0,0
Gangwon-do,Cheolwon,2019,5,7,Sunny,21.9,2.8,0,0
Gangwon-do,Cheolwon,2019,5,8,Partly Cloudy,22.5,4.9,0,0
Gangwon-do,Cheolwon,2019,5,9,Sunny,23.5,9.1,0,0
Gangwon-do,Cheolwon,2019,5,10,Partly Cloudy,27.5,6,0,0
Gangwon-do,Cheolwon,2019,5,11,Sunny,28.7,9.9,0,0
Gangwon-do,Cheolwon,2019,5,12,Partly Cloudy,26.7,10.7,0,0
Gangwon-do,Cheolwon,2019,5,13,Rainy,22,12.3,0.3,0
Gangwon-do,Cheolwon,2019,5,14,Partly Cloudy,25.3,9.7,0,0
Gangwon-do,Cheolwon,2019,5,15,Mostly Cloudy,26.9,9.3,0,0
Gangwon-do,Cheolwon,2019,5,16,Sunny,29,12.4,0,0
Gangwon-do,Cheolwon,2019,5,17,Cloudy,27.5,12.1,0,0
Gangwon-do,Cheolwon,2019,5,18,Partly Cloudy,27.6,16.7,0,0
Gangwon-do,Cheolwon,2019,5,19,Rainy,20.6,17.9,16.8,0
Gangwon-do,Cheolwon,2019,5,20,Rainy,19.5,11.5,5.3,0
Gangwon-do,Cheolwon,2019,5,21,Sunny,23.4,9.9,0,0
Gangwon-do,Cheolwon,2019,5,22,Sunny,25.9,7.7,0,0
Gangwon-do,Cheolwon,2019,5,23,Sunny,27.9,8.9,0,0
Gangwon-do,Cheolwon,2019,5,24,Sunny,32.5,11.1,0,0
Gangwon-do,Cheolwon,2019,5,25,Partly Cloudy,28,15.2,0,0
Gangwon-do,Cheolwon,2019,5,26,Mostly Cloudy,29.4,13.2,0,0
Gangwon-do,Cheolwon,2019,5,27,Rainy,20.7,12.7,4,0
Gangwon-do,Cheolwon,2019,5,28,Sunny,23.7,8.4,0,0
Gangwon-do,Cheolwon,2019,5,29,Sunny,26.3,9.2,0,0
Gangwon-do,Cheolwon,2019,5,30,Cloudy,25.7,8.9,0,0
Gangwon-do,Cheolwon,2019,5,31,Partly Cloudy,23.5,15.4,0,0
Gangwon-do,Cheolwon,2019,6,1,Mostly Cloudy,24,11.6,0,0
Gangwon-do,Cheolwon,2019,6,2,Sunny,26.9,12.1,0,0
Gangwon-do,Cheolwon,2019,6,3,Sunny,28.7,12,0,0
Gangwon-do,Cheolwon,2019,6,4,Partly Cloudy,28.6,15,0,0
Gangwon-do,Cheolwon,2019,6,5,Partly Cloudy,29.7,17.8,0,0
Gangwon-do,Cheolwon,2019,6,6,Rainy,24.1,16.5,5.8,0
Gangwon-do,Cheolwon,2019,6,7,Rainy,23,14.4,19.4,0
Gangwon-do,Cheolwon,2019,6,8,Mostly Cloudy,27,11.1,0,0
Gangwon-do,Cheolwon,2019,6,9,Rainy,25.5,15.8,1.6,0
Gangwon-do,Cheolwon,2019,6,10,Rainy,22.4,14.4,0.6,0
Gangwon-do,Cheolwon,2019,6,11,Partly Cloudy,24.6,10.3,0,0
Gangwon-do,Cheolwon,2019,6,12,Sunny,27.8,11.8,0,0
Gangwon-do,Cheolwon,2019,6,13,Partly Cloudy,28.4,13.8,0,0
Gangwon-do,Cheolwon,2019,6,14,Mostly Cloudy,27.5,15.6,0,0
Gangwon-do,Cheolwon,2019,6,15,Rainy,27.3,14.1,4.6,0
Gangwon-do,Cheolwon,2019,6,16,Partly Cloudy,26.8,13.5,0,0
Gangwon-do,Cheolwon,2019,6,17,Mostly Cloudy,26.6,16.9,0,0
Gangwon-do,Cheolwon,2019,6,18,Rainy,18.9,16.2,19.8,0
Gangwon-do,Cheolwon,2019,6,19,Rainy,23.5,17.8,3.9,0
Gangwon-do,Cheolwon,2019,6,20,Mostly Cloudy,27.1,18.1,0,0
Gangwon-do,Cheolwon,2019,6,21,Mostly Cloudy,26.6,16.6,0,0
Gangwon-do,Cheolwon,2019,6,22,Sunny,28.6,13.3,0,0
Gangwon-do,Cheolwon,2019,6,23,Partly Cloudy,29.3,13.8,0,0
Gangwon-do,Cheolwon,2019,6,24,Partly Cloudy,29.5,18,0,0
Gangwon-do,Cheolwon,2019,6,25,Sunny,30.6,16.2,0,0
Gangwon-do,Cheolwon,2019,6,26,Cloudy,28.1,16.4,0,0
Gangwon-do,Cheolwon,2019,6,27,Partly Cloudy,32.1,20.1,0,0
Gangwon-do,Cheolwon,2019,6,28,Rainy,28.8,19.4,0.6,0
Gangwon-do,Cheolwon,2019,6,29,Rainy,27.1,18.4,0.8,0
Gangwon-do,Cheolwon,2019,6,30,Mostly Cloudy,28.9,17.7,0,0
Gangwon-do,Cheolwon,2019,7,1,Mostly Cloudy,29,19.3,0,0
Gangwon-do,Cheolwon,2019,7,2,Partly Cloudy,29.3,19,0,0
Gangwon-do,Cheolwon,2019,7,3,Mostly Cloudy,29.8,16.1,0,0
Gangwon-do,Cheolwon,2019,7,4,Sunny,31.9,16.3,0,0
Gangwon-do,Cheolwon,2019,7,5,Rainy,34.5,16.1,0.1,0
Gangwon-do,Cheolwon,2019,7,6,Partly Cloudy,33.6,20.7,0,0
Gangwon-do,Cheolwon,2019,7,7,Mostly Cloudy,29.3,18.7,0,0
Gangwon-do,Cheolwon,2019,7,8,Mostly Cloudy,27.6,17.3,0,0
Gangwon-do,Cheolwon,2019,7,9,Partly Cloudy,28.4,14.3,0,0
Gangwon-do,Cheolwon,2019,7,10,Rainy,23.7,18,5.6,0
Gangwon-do,Cheolwon,2019,7,11,Rainy,23.6,17.9,3.7,0
Gangwon-do,Cheolwon,2019,7,12,Rainy,27.8,17.7,0.1,0
Gangwon-do,Cheolwon,2019,7,13,Rainy,29.5,19.7,3.8,0
Gangwon-do,Cheolwon,2019,7,14,Rainy,29.5,18.5,11.4,0
Gangwon-do,Cheolwon,2019,7,15,Rainy,28.2,19.3,23.7,0
Gangwon-do,Cheolwon,2019,7,16,Cloudy,28.4,19.1,0,0
Gangwon-do,Cheolwon,2019,7,17,Cloudy,28.1,19.4,0,0
Gangwon-do,Cheolwon,2019,7,18,Partly Cloudy,31.5,19.2,0,0
Gangwon-do,Cheolwon,2019,7,19,Partly Cloudy,34.1,19.9,0,0
Gangwon-do,Cheolwon,2019,7,20,Rainy,29.9,24.5,0.1,0
Gangwon-do,Cheolwon,2019,7,21,Rainy,25.6,22.6,29.1,0
Gangwon-do,Cheolwon,2019,7,22,Mostly Cloudy,30.7,23.7,0,0
Gangwon-do,Cheolwon,2019,7,23,Cloudy,30.5,21.4,0,0
Gangwon-do,Cheolwon,2019,7,24,Rainy,29,24.4,0.2,0
Gangwon-do,Cheolwon,2019,7,25,Rainy,29.3,24,8.5,0
Gangwon-do,Cheolwon,2019,7,26,Rainy,25.3,22.5,105.4,0
Gangwon-do,Cheolwon,2019,7,27,Rainy,32.2,22.6,8.9,0
Gangwon-do,Cheolwon,2019,7,28,Rainy,26,24.2,62.9,0
Gangwon-do,Cheolwon,2019,7,29,Rainy,29.8,24.9,0.1,0
Gangwon-do,Cheolwon,2019,7,30,Rainy,28.4,24.2,11.7,0
Gangwon-do,Cheolwon,2019,7,31,Rainy,27.3,23.8,30,0
Gangwon-do,Cheolwon,2019,8,1,Rainy,30,23.3,0.8,0
Gangwon-do,Cheolwon,2019,8,2,Partly Cloudy,32.2,23.2,0,0
Gangwon-do,Cheolwon,2019,8,3,Rainy,34.5,21.6,19.2,0
Gangwon-do,Cheolwon,2019,8,4,Partly Cloudy,33.3,21.1,0,0
Gangwon-do,Cheolwon,2019,8,5,Partly Cloudy,34.4,22.4,0,0
Gangwon-do,Cheolwon,2019,8,6,Cloudy,35.1,22.8,0,0
Gangwon-do,Cheolwon,2019,8,7,Rainy,26,22.2,26.8,0
Gangwon-do,Cheolwon,2019,8,8,Mostly Cloudy,32.1,21.6,0,0
Gangwon-do,Cheolwon,2019,8,9,Partly Cloudy,32.3,22.6,0,0
Gangwon-do,Cheolwon,2019,8,10,Partly Cloudy,34.7,22.3,0,0
Gangwon-do,Cheolwon,2019,8,11,Mostly Cloudy,33.6,22.8,0,0
Gangwon-do,Cheolwon,2019,8,12,Rainy,27.9,22.8,47.5,0
Gangwon-do,Cheolwon,2019,8,13,Mostly Cloudy,33.8,23.8,0,0
Gangwon-do,Cheolwon,2019,8,14,Mostly Cloudy,33.9,22.6,0,0
Gangwon-do,Cheolwon,2019,8,15,Rainy,26.1,21.2,40.1,0
Gangwon-do,Cheolwon,2019,8,16,Rainy,28.6,21.1,7.4,0
Gangwon-do,Cheolwon,2019,8,17,Rainy,28.5,21.7,0.7,0
Gangwon-do,Cheolwon,2019,8,18,Partly Cloudy,28.4,17.8,0,0
Gangwon-do,Cheolwon,2019,8,19,Partly Cloudy,30.3,17.9,0,0
Gangwon-do,Cheolwon,2019,8,20,Partly Cloudy,31.2,18.9,0,0
Gangwon-do,Cheolwon,2019,8,21,Rainy,27.8,20.2,1.4,0
Gangwon-do,Cheolwon,2019,8,22,Cloudy,29.6,19.5,0,0
Gangwon-do,Cheolwon,2019,8,23,Mostly Cloudy,28.3,18.5,0,0
Gangwon-do,Cheolwon,2019,8,24,Mostly Cloudy,26.7,16.8,0,0
Gangwon-do,Cheolwon,2019,8,25,Partly Cloudy,28.9,16.8,0,0
Gangwon-do,Cheolwon,2019,8,26,Mostly Cloudy,29.5,17.7,0,0
Gangwon-do,Cheolwon,2019,8,27,Mostly Cloudy,28.8,20.2,0,0
Gangwon-do,Cheolwon,2019,8,28,Partly Cloudy,29.4,19.7,0,0
Gangwon-do,Cheolwon,2019,8,29,Rainy,25.8,18.7,12.4,0
Gangwon-do,Cheolwon,2019,8,30,Rainy,25.7,15.6,0.6,0
Gangwon-do,Cheolwon,2019,8,31,Partly Cloudy,27,16,0,0
Gangwon-do,Hongcheon,2018,9,1,Partly Cloudy,30.9,17.5,0,0
Gangwon-do,Hongcheon,2018,9,2,Partly Cloudy,30,15.1,0,0
Gangwon-do,Hongcheon,2018,9,3,Rainy,25.4,20.3,25,0
Gangwon-do,Hongcheon,2018,9,4,Rainy,28.7,19.7,1.5,0
Gangwon-do,Hongcheon,2018,9,5,Sunny,28,15.7,0,0
Gangwon-do,Hongcheon,2018,9,6,Rainy,27.6,15.6,0.5,0
Gangwon-do,Hongcheon,2018,9,7,Rainy,25.6,15.1,3,0
Gangwon-do,Hongcheon,2018,9,8,Sunny,27.1,13.1,0,0
Gangwon-do,Hongcheon,2018,9,9,Sunny,28.3,13.3,0,0
Gangwon-do,Hongcheon,2018,9,10,Sunny,26.8,13.5,0,0
Gangwon-do,Hongcheon,2018,9,11,Mostly Cloudy,26.6,10.8,0,0
Gangwon-do,Hongcheon,2018,9,12,Partly Cloudy,27.8,12.3,0,0
Gangwon-do,Hongcheon,2018,9,13,Mostly Cloudy,27,16,0,0
Gangwon-do,Hongcheon,2018,9,14,Rainy,26.7,16.9,0.4,0
Gangwon-do,Hongcheon,2018,9,15,Rainy,24,19.1,2,0
Gangwon-do,Hongcheon,2018,9,16,Rainy,25.8,19.2,1.5,0
Gangwon-do,Hongcheon,2018,9,17,Rainy,27.9,16.3,0.1,0
Gangwon-do,Hongcheon,2018,9,18,Mostly Cloudy,26.7,14.8,0,0
Gangwon-do,Hongcheon,2018,9,19,Rainy,26.6,14.8,1,0
Gangwon-do,Hongcheon,2018,9,20,Rainy,20,16.7,17.5,0
Gangwon-do,Hongcheon,2018,9,21,Rainy,20.8,17.1,24.5,0
Gangwon-do,Hongcheon,2018,9,22,Partly Cloudy,25.9,12.9,0,0
Gangwon-do,Hongcheon,2018,9,23,Partly Cloudy,24.1,11.8,0,0
Gangwon-do,Hongcheon,2018,9,24,Sunny,23,9.6,0,0
Gangwon-do,Hongcheon,2018,9,25,Partly Cloudy,24.1,7.6,0,0
Gangwon-do,Hongcheon,2018,9,26,Mostly Cloudy,24.3,10.5,0,0
Gangwon-do,Hongcheon,2018,9,27,Sunny,25.2,7.9,0,0
Gangwon-do,Hongcheon,2018,9,28,Mostly Cloudy,20.3,7.9,0,0
Gangwon-do,Hongcheon,2018,9,29,Partly Cloudy,26.5,12,0,0
Gangwon-do,Hongcheon,2018,9,30,Sunny,24.7,11.2,0,0
Gangwon-do,Hongcheon,2018,10,1,Partly Cloudy,18.6,7.5,0,0
Gangwon-do,Hongcheon,2018,10,2,Partly Cloudy,21.1,7.2,0,0
Gangwon-do,Hongcheon,2018,10,3,Partly Cloudy,23,7.9,0,0
Gangwon-do,Hongcheon,2018,10,4,Mostly Cloudy,25.6,8.4,0,0
Gangwon-do,Hongcheon,2018,10,5,Rainy,17.3,13.5,38.5,0
Gangwon-do,Hongcheon,2018,10,6,Rainy,19.9,13.7,54.5,0
Gangwon-do,Hongcheon,2018,10,7,Partly Cloudy,22.7,9.3,0,0
Gangwon-do,Hongcheon,2018,10,8,Partly Cloudy,20.2,6.9,0,0
Gangwon-do,Hongcheon,2018,10,9,Cloudy,19.3,6.2,0,0
Gangwon-do,Hongcheon,2018,10,10,Rainy,15.1,5.7,2,0
Gangwon-do,Hongcheon,2018,10,11,Partly Cloudy,13.7,2.6,0,0
Gangwon-do,Hongcheon,2018,10,12,Sunny,16.6,1.6,0,0
Gangwon-do,Hongcheon,2018,10,13,Partly Cloudy,19.4,3.4,0,0
Gangwon-do,Hongcheon,2018,10,14,Mostly Cloudy,18.8,4.7,0,0
Gangwon-do,Hongcheon,2018,10,15,Partly Cloudy,19.9,4.9,0,0
Gangwon-do,Hongcheon,2018,10,16,Partly Cloudy,19.5,7.2,0,0
Gangwon-do,Hongcheon,2018,10,17,Partly Cloudy,18.2,5.9,0,0
Gangwon-do,Hongcheon,2018,10,18,Rainy,15.8,4.4,1,0
Gangwon-do,Hongcheon,2018,10,19,Sunny,19.5,4.9,0,0
Gangwon-do,Hongcheon,2018,10,20,Partly Cloudy,21.1,3.2,0,0
Gangwon-do,Hongcheon,2018,10,21,Partly Cloudy,20.4,2.4,0,0
Gangwon-do,Hongcheon,2018,10,22,Mostly Cloudy,19.8,3.8,0,0
Gangwon-do,Hongcheon,2018,10,23,Rainy,14,4.5,2,0
Gangwon-do,Hongcheon,2018,10,24,Partly Cloudy,17.3,6,0,0
Gangwon-do,Hongcheon,2018,10,25,Partly Cloudy,20.5,4.3,0,0
Gangwon-do,Hongcheon,2018,10,26,Rainy,11.8,6.5,3.5,0
Gangwon-do,Hongcheon,2018,10,27,Partly Cloudy,11.6,2.4,0,0
Gangwon-do,Hongcheon,2018,10,28,Rainy,9.7,0.3,8.5,0
Gangwon-do,Hongcheon,2018,10,29,Partly Cloudy,12,1.4,0,0
Gangwon-do,Hongcheon,2018,10,30,Sunny,11.3,-1.7,0,0
Gangwon-do,Hongcheon,2018,10,31,Sunny,13.1,-0.9,0,0
Gangwon-do,Hongcheon,2018,11,1,Sunny,14.4,-1.9,0,0
Gangwon-do,Hongcheon,2018,11,2,Sunny,18,-1.2,0,0
Gangwon-do,Hongcheon,2018,11,3,Sunny,19.5,-0.7,0,0
Gangwon-do,Hongcheon,2018,11,4,Sunny,20,-0.8,0,0
Gangwon-do,Hongcheon,2018,11,5,Mostly Cloudy,18.5,1,0,0
Gangwon-do,Hongcheon,2018,11,6,Partly Cloudy,12.7,2.4,0,0
Gangwon-do,Hongcheon,2018,11,7,Rainy,13.5,8.2,6.5,0
Gangwon-do,Hongcheon,2018,11,8,Rainy,17.1,10.2,41,0
Gangwon-do,Hongcheon,2018,11,9,Rainy,15.9,8.1,3,0
Gangwon-do,Hongcheon,2018,11,10,Sunny,16.9,4.6,0,0
Gangwon-do,Hongcheon,2018,11,11,Mostly Cloudy,11.2,1.7,0,0
Gangwon-do,Hongcheon,2018,11,12,Partly Cloudy,14.9,2.2,0,0
Gangwon-do,Hongcheon,2018,11,13,Partly Cloudy,15.7,3.5,0,0
Gangwon-do,Hongcheon,2018,11,14,Partly Cloudy,15.4,1.9,0,0
Gangwon-do,Hongcheon,2018,11,15,Mostly Cloudy,15.1,0.1,0,0
Gangwon-do,Hongcheon,2018,11,16,Mostly Cloudy,14.4,1.7,0,0
Gangwon-do,Hongcheon,2018,11,17,Mostly Cloudy,11.1,0.5,0,0
Gangwon-do,Hongcheon,2018,11,18,Cloudy,11,-1,0,0
Gangwon-do,Hongcheon,2018,11,19,Sunny,11.7,-1.5,0,0
Gangwon-do,Hongcheon,2018,11,20,Sunny,11.9,-3.2,0,0
Gangwon-do,Hongcheon,2018,11,21,Rainy,9.6,1.5,0.5,0
Gangwon-do,Hongcheon,2018,11,22,Sunny,7.1,-3.5,0,0
Gangwon-do,Hongcheon,2018,11,23,Partly Cloudy,6.2,-6.3,0,0
Gangwon-do,Hongcheon,2018,11,24,Rainy,1.8,-2.4,4.5,0
Gangwon-do,Hongcheon,2018,11,25,Mostly Cloudy,4.3,1,0,0
Gangwon-do,Hongcheon,2018,11,26,Cloudy,7.3,0.1,0,0
Gangwon-do,Hongcheon,2018,11,27,Cloudy,7.6,-0.2,0,0
Gangwon-do,Hongcheon,2018,11,28,Partly Cloudy,10.1,-1.8,0,0
Gangwon-do,Hongcheon,2018,11,29,Partly Cloudy,6.4,-3.5,0,0
Gangwon-do,Hongcheon,2018,11,30,Sunny,8.3,-5.1,0,0
Gangwon-do,Hongcheon,2018,12,1,Partly Cloudy,10.9,-3.6,0,0
Gangwon-do,Hongcheon,2018,12,2,Mostly Cloudy,9.4,-3.9,0,0
Gangwon-do,Hongcheon,2018,12,3,Rainy,7.8,2.1,6.5,0
Gangwon-do,Hongcheon,2018,12,4,Rainy,12.9,1.8,7.5,0
Gangwon-do,Hongcheon,2018,12,5,Mostly Cloudy,4.4,-4.2,0,0
Gangwon-do,Hongcheon,2018,12,6,Rainy,7.1,-0.1,1,0
Gangwon-do,Hongcheon,2018,12,7,Partly Cloudy,0.4,-9.1,0,0
Gangwon-do,Hongcheon,2018,12,8,Sunny,-3.9,-12.8,0,0
Gangwon-do,Hongcheon,2018,12,9,Sunny,-2.2,-14.4,0,0
Gangwon-do,Hongcheon,2018,12,10,Sunny,2.3,-13.2,0,0
Gangwon-do,Hongcheon,2018,12,11,Rainy,-1.4,-7.7,0.9,0
Gangwon-do,Hongcheon,2018,12,12,Sunny,2.2,-8.5,0,0
Gangwon-do,Hongcheon,2018,12,13,Rainy,1.5,-9.9,0.2,0
Gangwon-do,Hongcheon,2018,12,14,Sunny,0.8,-12.4,0,0
Gangwon-do,Hongcheon,2018,12,15,Partly Cloudy,2,-13.2,0,0
Gangwon-do,Hongcheon,2018,12,16,Cloudy,0.5,-7.3,0,0
Gangwon-do,Hongcheon,2018,12,17,Sunny,5.1,-4.5,0,0
Gangwon-do,Hongcheon,2018,12,18,Sunny,5.7,-8.6,0,0
Gangwon-do,Hongcheon,2018,12,19,Sunny,9.5,-4.5,0,0
Gangwon-do,Hongcheon,2018,12,20,Partly Cloudy,9.2,-5.9,0,0
Gangwon-do,Hongcheon,2018,12,21,Cloudy,6.8,-5.6,0,0
Gangwon-do,Hongcheon,2018,12,22,Partly Cloudy,12.7,-1.9,0,0
Gangwon-do,Hongcheon,2018,12,23,Partly Cloudy,9.4,-2.8,0,0
Gangwon-do,Hongcheon,2018,12,24,Sunny,3.4,-8.8,0,0
Gangwon-do,Hongcheon,2018,12,25,Cloudy,2.9,-10.5,0,0
Gangwon-do,Hongcheon,2018,12,26,Partly Cloudy,5,-4.1,0,0
Gangwon-do,Hongcheon,2018,12,27,Sunny,-3.9,-11.9,0,0
Gangwon-do,Hongcheon,2018,12,28,Sunny,-6.2,-16.4,0,0
Gangwon-do,Hongcheon,2018,12,29,Sunny,-2.9,-17.3,0,0
Gangwon-do,Hongcheon,2018,12,30,Sunny,-1.3,-16.4,0,0
Gangwon-do,Hongcheon,2018,12,31,Sunny,1.3,-16.2,0,0
Gangwon-do,Hongcheon,2019,1,1,Partly Cloudy,0.2,-14.4,0,0
Gangwon-do,Hongcheon,2019,1,2,Sunny,0.7,-14.4,0,0
Gangwon-do,Hongcheon,2019,1,3,Sunny,2.3,-14.9,0,0
Gangwon-do,Hongcheon,2019,1,4,Partly Cloudy,3.6,-13,0,0
Gangwon-do,Hongcheon,2019,1,5,Sunny,3,-8.7,0,0
Gangwon-do,Hongcheon,2019,1,6,Partly Cloudy,3.8,-10.9,0,0
Gangwon-do,Hongcheon,2019,1,7,Sunny,3.3,-12.5,0,0
Gangwon-do,Hongcheon,2019,1,8,Sunny,1.7,-11.7,0,0
Gangwon-do,Hongcheon,2019,1,9,Partly Cloudy,0.2,-14.3,0,0
Gangwon-do,Hongcheon,2019,1,10,Partly Cloudy,4,-8.4,0,0
Gangwon-do,Hongcheon,2019,1,11,Mostly Cloudy,6.4,-8,0,0
Gangwon-do,Hongcheon,2019,1,12,Mostly Cloudy,8.3,-3.5,0,0
Gangwon-do,Hongcheon,2019,1,13,Sunny,8.5,-7.8,0,0
Gangwon-do,Hongcheon,2019,1,14,Partly Cloudy,5.2,-8.6,0,0
Gangwon-do,Hongcheon,2019,1,15,Partly Cloudy,2.5,-7,0,0
Gangwon-do,Hongcheon,2019,1,16,Partly Cloudy,-1,-13.2,0,0
Gangwon-do,Hongcheon,2019,1,17,Sunny,4.3,-7.4,0,0
Gangwon-do,Hongcheon,2019,1,18,Sunny,5.9,-11.3,0,0
Gangwon-do,Hongcheon,2019,1,19,Cloudy,8.8,-6.6,0,0
Gangwon-do,Hongcheon,2019,1,20,Sunny,2.8,-4.9,0,0
Gangwon-do,Hongcheon,2019,1,21,Sunny,-0.4,-11.2,0,0
Gangwon-do,Hongcheon,2019,1,22,Sunny,6.5,-9.7,0,0
Gangwon-do,Hongcheon,2019,1,23,Sunny,7.9,-7.6,0,0
Gangwon-do,Hongcheon,2019,1,24,Partly Cloudy,6.7,-10.2,0,0
Gangwon-do,Hongcheon,2019,1,25,Sunny,3.9,-10.4,0,0
Gangwon-do,Hongcheon,2019,1,26,Sunny,3.1,-12.5,0,0
Gangwon-do,Hongcheon,2019,1,27,Partly Cloudy,4.7,-13.4,0,0
Gangwon-do,Hongcheon,2019,1,28,Partly Cloudy,4.6,-5.6,0,0
Gangwon-do,Hongcheon,2019,1,29,Partly Cloudy,7,-11,0,0
Gangwon-do,Hongcheon,2019,1,30,Mostly Cloudy,7.5,-7.4,0,0
Gangwon-do,Hongcheon,2019,1,31,Mostly Cloudy,3.8,-5.7,0,0
Gangwon-do,Hongcheon,2019,2,1,Sunny,3.8,-12.5,0,0
Gangwon-do,Hongcheon,2019,2,2,Partly Cloudy,5.8,-7.3,0,0
Gangwon-do,Hongcheon,2019,2,3,Rainy,4.4,-0.3,13.5,0
Gangwon-do,Hongcheon,2019,2,4,Sunny,4.7,-4,0,0
Gangwon-do,Hongcheon,2019,2,5,Partly Cloudy,8.7,-7.4,0,0
Gangwon-do,Hongcheon,2019,2,6,Mostly Cloudy,11,-4.7,0,0
Gangwon-do,Hongcheon,2019,2,7,Rainy,3.9,-6.2,1,0
Gangwon-do,Hongcheon,2019,2,8,Mostly Cloudy,1.1,-9,0,0
Gangwon-do,Hongcheon,2019,2,9,Partly Cloudy,-0.2,-8.1,0,0
Gangwon-do,Hongcheon,2019,2,10,Cloudy,0.9,-12,0,0
Gangwon-do,Hongcheon,2019,2,11,Sunny,2.4,-9.2,0,0
Gangwon-do,Hongcheon,2019,2,12,Partly Cloudy,4,-8.2,0,0
Gangwon-do,Hongcheon,2019,2,13,Sunny,3.5,-8.8,0,0
Gangwon-do,Hongcheon,2019,2,14,Mostly Cloudy,6.8,-9,0,0
Gangwon-do,Hongcheon,2019,2,15,Cloudy,1.8,-2.7,0,0
Gangwon-do,Hongcheon,2019,2,16,Partly Cloudy,2.5,-7,0,0
Gangwon-do,Hongcheon,2019,2,17,Sunny,5.6,-10.6,0,0
Gangwon-do,Hongcheon,2019,2,18,Mostly Cloudy,6.7,-9.7,0,0
Gangwon-do,Hongcheon,2019,2,19,Rainy,2.6,-1.1,5.5,0
Gangwon-do,Hongcheon,2019,2,20,Cloudy,4.4,-2,0,0
Gangwon-do,Hongcheon,2019,2,21,Sunny,8.1,-4,0,0
Gangwon-do,Hongcheon,2019,2,22,Mostly Cloudy,12.1,-4.1,0,0
Gangwon-do,Hongcheon,2019,2,23,Sunny,13.3,-3.8,0,0
Gangwon-do,Hongcheon,2019,2,24,Partly Cloudy,13.8,-4.4,0,0
Gangwon-do,Hongcheon,2019,2,25,Partly Cloudy,12.6,-1.6,0,0
Gangwon-do,Hongcheon,2019,2,26,Partly Cloudy,12.3,-4.6,0,0
Gangwon-do,Hongcheon,2019,2,27,Cloudy,13.8,1.4,0,0
Gangwon-do,Hongcheon,2019,2,28,Partly Cloudy,13.4,-1.9,0,0
Gangwon-do,Hongcheon,2019,3,1,Sunny,14,-2.9,0,0
Gangwon-do,Hongcheon,2019,3,2,Partly Cloudy,14.9,-3.4,0,0
Gangwon-do,Hongcheon,2019,3,3,Partly Cloudy,16,-2.9,0,0
Gangwon-do,Hongcheon,2019,3,4,Partly Cloudy,16.8,0.9,0,0
Gangwon-do,Hongcheon,2019,3,5,Mostly Cloudy,12.9,-1.1,0,0
Gangwon-do,Hongcheon,2019,3,6,Partly Cloudy,12.8,1.2,0,0
Gangwon-do,Hongcheon,2019,3,7,Rainy,13.6,0.3,0.4,0
Gangwon-do,Hongcheon,2019,3,8,Sunny,13.9,-3,0,0
Gangwon-do,Hongcheon,2019,3,9,Partly Cloudy,14.7,-4.2,0,0
Gangwon-do,Hongcheon,2019,3,10,Cloudy,14.2,1.5,0,0
Gangwon-do,Hongcheon,2019,3,11,Partly Cloudy,11.3,-1.9,0,0
Gangwon-do,Hongcheon,2019,3,12,Rainy,7.3,0.1,0.6,0
Gangwon-do,Hongcheon,2019,3,13,Sunny,8.4,-4.5,0,0
Gangwon-do,Hongcheon,2019,3,14,Partly Cloudy,8.9,-5.6,0,0
Gangwon-do,Hongcheon,2019,3,15,Rainy,11.2,-1.4,7.5,0
Gangwon-do,Hongcheon,2019,3,16,Mostly Cloudy,8.3,0.8,0,0
Gangwon-do,Hongcheon,2019,3,17,Partly Cloudy,12.6,-1.5,0,0
Gangwon-do,Hongcheon,2019,3,18,Mostly Cloudy,15,-3.1,0,0
Gangwon-do,Hongcheon,2019,3,19,Sunny,18.9,-1.1,0,0
Gangwon-do,Hongcheon,2019,3,20,Rainy,16.1,2.2,17,0
Gangwon-do,Hongcheon,2019,3,21,Rainy,12.4,1.4,7.5,0
Gangwon-do,Hongcheon,2019,3,22,Partly Cloudy,9.5,-1.2,0,0
Gangwon-do,Hongcheon,2019,3,23,Rainy,7.4,-3.8,2.5,0
Gangwon-do,Hongcheon,2019,3,24,Sunny,11.2,-4.3,0,0
Gangwon-do,Hongcheon,2019,3,25,Cloudy,11.1,-1.3,0,0
Gangwon-do,Hongcheon,2019,3,26,Partly Cloudy,18.1,0.2,0,0
Gangwon-do,Hongcheon,2019,3,27,Mostly Cloudy,18.4,1.9,0,0
Gangwon-do,Hongcheon,2019,3,28,Mostly Cloudy,16.1,6.1,0,0
Gangwon-do,Hongcheon,2019,3,29,Mostly Cloudy,16.4,5.9,0,0
Gangwon-do,Hongcheon,2019,3,30,Rainy,9.4,2,2.5,0
Gangwon-do,Hongcheon,2019,3,31,Rainy,5.5,-1.5,0.5,0
Gangwon-do,Hongcheon,2019,4,1,Partly Cloudy,11.3,-4.4,0,0
Gangwon-do,Hongcheon,2019,4,2,Sunny,13,-3.2,0,0
Gangwon-do,Hongcheon,2019,4,3,Sunny,14.6,-2.3,0,0
Gangwon-do,Hongcheon,2019,4,4,Sunny,18,-1.8,0,0
